["N0",""]
["N1",""]
["W0",""]
["E0",""]
("W0","mode 1",1,"W0",1,"transmission")
(500, 3)
1.4989622900000000e+14 3.4762994838499414e-02 -3.0765472593519694e+00
1.5019662224448897e+14 3.4576034475656457e-02 -3.0760989773124185e+00
1.5049701548897797e+14 3.4459170030574082e-02 -3.0700396729715171e+00
1.5079740873346694e+14 3.4305365707640312e-02 -3.0581957795303882e+00
1.5109780197795591e+14 3.4022880187349211e-02 -3.0418639854635976e+00
1.5139819522244488e+14 3.3555628124583091e-02 -3.0233947593097454e+00
1.5169858846693388e+14 3.2893957567118860e-02 -3.0056756447471042e+00
1.5199898171142284e+14 3.2075945040121817e-02 -2.9915947433209111e+00
1.5229937495591181e+14 3.1179848232348022e-02 -2.9834742838456378e+00
1.5259976820040081e+14 3.0308148286049778e-02 -2.9824735818164783e+00
1.5290016144488978e+14 2.9564296281283424e-02 -2.9880798468633261e+00
1.5320055468937875e+14 2.9025993387917198e-02 -2.9979620355891097e+00
1.5350094793386775e+14 2.8722782705465303e-02 -3.0084646062736353e+00
1.5380134117835672e+14 2.8627155272661232e-02 -3.0157009046148979e+00
1.5410173442284569e+14 2.8663619144755223e-02 -3.0167628399408897e+00
1.5440212766733466e+14 2.8731480774487041e-02 -3.0104680024135981e+00
1.5470252091182366e+14 2.8731583266363780e-02 -2.9974327453235103e+00
1.5500291415631262e+14 2.8588450382567687e-02 -2.9796704107255896e+00
1.5530330740080159e+14 2.8263961662569545e-02 -2.9600220138172815e+00
1.5560370064529059e+14 2.7762358592500223e-02 -2.9415970790812720e+00
1.5590409388977956e+14 2.7127636274791766e-02 -2.9272482153152972e+00
1.5620448713426853e+14 2.6434148273973775e-02 -2.9190405495706262e+00
1.5650488037875750e+14 2.5770991209848580e-02 -2.9177269191724475e+00
1.5680527362324650e+14 2.5221633756415923e-02 -2.9223746756269469e+00
1.5710566686773547e+14 2.4842742513150894e-02 -2.9304083125974292e+00
1.5740606011222444e+14 2.4648864730669181e-02 -2.9382532224297591e+00
1.5770645335671344e+14 2.4609383998698699e-02 -2.9424218746305315e+00
1.5800684660120241e+14 2.4659254759012299e-02 -2.9405464313020282e+00
1.5830723984569138e+14 2.4718573399587024e-02 -2.9319030590977504e+00
1.5860763309018038e+14 2.4713201275292650e-02 -2.9173449576739245e+00
1.5890802633466934e+14 2.4590577061261797e-02 -2.8988682120103979e+00
1.5920841957915831e+14 2.4328475635014859e-02 -2.8790691649135045e+00
1.5950881282364728e+14 2.3936914604683373e-02 -2.8606260535238004e+00
1.5980920606813628e+14 2.3454161139562602e-02 -2.8458230321261073e+00
1.6010959931262525e+14 2.2937724559119830e-02 -2.8361059071288488e+00
1.6040999255711422e+14 2.2451341058800419e-02 -2.8317129948040338e+00
1.6071038580160322e+14 2.2049874210365784e-02 -2.8315140336058620e+00
1.6101077904609219e+14 2.1765598533157449e-02 -2.8332207680761741e+00
1.6131117229058116e+14 2.1600247585741965e-02 -2.8340090089023033e+00
1.6161156553507012e+14 2.1525893415724199e-02 -2.8313502507448631e+00
1.6191195877955912e+14 2.1494199278027530e-02 -2.8237012427483799e+00
1.6221235202404809e+14 2.1450191267153390e-02 -2.8108005065117667e+00
1.6251274526853706e+14 2.1345758783251755e-02 -2.7935654168193635e+00
1.6281313851302606e+14 2.1149550262455932e-02 -2.7737478726097677e+00
1.6311353175751503e+14 2.0852018874368439e-02 -2.7535111062815614e+00
1.6341392500200400e+14 2.0465752908222289e-02 -2.7350128475545752e+00
1.6371431824649300e+14 2.0021733769588476e-02 -2.7200163972479543e+00
1.6401471149098197e+14 1.9562283636798527e-02 -2.7095419433179901e+00
