["N0",""]
["N1",""]
["W0",""]
["E0",""]
("W0","mode 1",1,"W0",1,"transmission")
(500, 3)
1.4989622900000000e+14 3.4144391875157026e-02 -3.0791004763439771e+00
1.5019662224448897e+14 3.3620823423122656e-02 -3.0745767830058521e+00
1.5049701548897797e+14 3.3125841476900786e-02 -3.0709718649391533e+00
1.5079740873346694e+14 3.2669119269088283e-02 -3.0680619209278190e+00
1.5109780197795591e+14 3.2256470572413695e-02 -3.0654997409677835e+00
1.5139819522244488e+14 3.1888665706104338e-02 -3.0628679603340032e+00
1.5169858846693388e+14 3.1561173631372411e-02 -3.0597499905688879e+00
1.5199898171142284e+14 3.1264912971063152e-02 -3.0558028464418272e+00
1.5229937495591181e+14 3.0987857980338936e-02 -3.0508151393187948e+00
1.5259976820040081e+14 3.0717152178268217e-02 -3.0447378422273106e+00
1.5290016144488978e+14 3.0441288335036069e-02 -3.0376829399644483e+00
1.5320055468937875e+14 3.0151931411082140e-02 -3.0298926114717144e+00
1.5350094793386775e+14 2.9845064858932638e-02 -3.0216869005540699e+00
1.5380134117835672e+14 2.9521289142968175e-02 -3.0134004226933282e+00
1.5410173442284569e+14 2.9185259726919502e-02 -3.0053192821888413e+00
1.5440212766733466e+14 2.8844399622876743e-02 -2.9976289162483325e+00
1.5470252091182366e+14 2.8507146696845197e-02 -2.9903822463061909e+00
1.5500291415631262e+14 2.8181084243203858e-02 -2.9834947862613799e+00
1.5530330740080159e+14 2.7871334495561572e-02 -2.9767686624076912e+00
1.5560370064529059e+14 2.7579548716840954e-02 -2.9699411467792025e+00
1.5590409388977956e+14 2.7303699986604150e-02 -2.9627469486146616e+00
1.5620448713426853e+14 2.7038700007229972e-02 -2.9549795780609140e+00
1.5650488037875750e+14 2.6777669510033061e-02 -2.9465373741576713e+00
1.5680527362324650e+14 2.6513549263097156e-02 -2.9374442021461116e+00
1.5710566686773547e+14 2.6240681654635709e-02 -2.9278414976374183e+00
1.5740606011222444e+14 2.5956025074820165e-02 -2.9179548442364500e+00
1.5770645335671344e+14 2.5659762285627313e-02 -2.9080430057408688e+00
1.5800684660120241e+14 2.5355197902226588e-02 -2.8983399507478587e+00
1.5830723984569138e+14 2.5047981928581924e-02 -2.8890013067975531e+00
1.5860763309018038e+14 2.4744826771242595e-02 -2.8800661667412966e+00
1.5890802633466934e+14 2.4451987861906221e-02 -2.8714430139751457e+00
1.5920841957915831e+14 2.4173834010067393e-02 -2.8629242694050840e+00
1.5950881282364728e+14 2.3911823415371004e-02 -2.8542277028116407e+00
1.5980920606813628e+14 2.3664115675281983e-02 -2.8450560558275693e+00
1.6010959931262525e+14 2.3425902702435924e-02 -2.8351610838205326e+00
1.6040999255711422e+14 2.3190371114085666e-02 -2.8243970091286164e+00
