["N0",""]
["N1",""]
["W0",""]
["E0",""]
("W0","mode 1",1,"W0",1,"transmission")
(500, 3)
1.4989622900000000e+14 3.4260260021475711e-02 -3.0655246472968263e+00
1.5019662224448897e+14 3.3727124441993828e-02 -3.0835479939320760e+00
1.5049701548897797e+14 3.3765951753555110e-02 -3.0963782448950390e+00
1.5079740873346694e+14 3.4082175278936408e-02 -3.0948418237390225e+00
1.5109780197795591e+14 3.4291335577366730e-02 -3.0786650722716016e+00
1.5139819522244488e+14 3.4134432211401347e-02 -3.0544401625815913e+00
1.5169858846693388e+14 3.3575258702168313e-02 -3.0308802402445103e+00
1.5199898171142284e+14 3.2771433733118055e-02 -3.0146684390285241e+00
1.5229937495591181e+14 3.1960602699277682e-02 -3.0078043105807044e+00
1.5259976820040081e+14 3.1322252568618952e-02 -3.0072788393327081e+00
1.5290016144488978e+14 3.0892429126777261e-02 -3.0077160130181011e+00
1.5320055468937875e+14 3.0583729158449511e-02 -3.0053297940317756e+00
1.5350094793386775e+14 3.0283283480267455e-02 -2.9999820474054646e+00
1.5380134117835672e+14 2.9944651025742550e-02 -2.9940739780804786e+00
1.5410173442284569e+14 2.9610179425478896e-02 -2.9897386150076319e+00
1.5440212766733466e+14 2.9359284567128170e-02 -2.9865871036908702e+00
1.5470252091182366e+14 2.9227568961808791e-02 -2.9816515679095619e+00
1.5500291415631262e+14 2.9160660920378681e-02 -2.9716125917735079e+00
1.5530330740080159e+14 2.9038780337953249e-02 -2.9554708102217018e+00
1.5560370064529059e+14 2.8750730574682453e-02 -2.9355533053239102e+00
1.5590409388977956e+14 2.8263287820052600e-02 -2.9164060180463229e+00
1.5620448713426853e+14 2.7644196741810484e-02 -2.9024798631820468e+00
1.5650488037875750e+14 2.7027747526942477e-02 -2.8957542254955673e+00
1.5680527362324650e+14 2.6541313816617486e-02 -2.8945033256849069e+00
1.5710566686773547e+14 2.6235799589532816e-02 -2.8942603519359227e+00
1.5740606011222444e+14 2.6066404098666555e-02 -2.8906231443883912e+00
1.5770645335671344e+14 2.5934550735423983e-02 -2.8817541757395548e+00
1.5800684660120241e+14 2.5754246245284735e-02 -2.8687559463495256e+00
1.5830723984569138e+14 2.5494838078856333e-02 -2.8541559989634662e+00
1.5860763309018038e+14 2.5178748025711278e-02 -2.8399543864536603e+00
1.5890802633466934e+14 2.4845405974281854e-02 -2.8265278758997687e+00
1.5920841957915831e+14 2.4511831296779779e-02 -2.8129649142073032e+00
1.5950881282364728e+14 2.4159434092816717e-02 -2.7984441429136440e+00
1.5980920606813628e+14 2.3755276474661222e-02 -2.7834920923223612e+00
1.6010959931262525e+14 2.3289127749514492e-02 -2.7700773915144614e+00
1.6040999255711422e+14 2.2796454501220469e-02 -2.7603955213815645e+00
1.6071038580160322e+14 2.2347656971033279e-02 -2.7550880021862008e+00
1.6101077904609219e+14 2.2006585057910817e-02 -2.7521578363117380e+00
1.6131117229058116e+14 2.1785084547259678e-02 -2.7476905843030304e+00
1.6161156553507012e+14 2.1628260855464623e-02 -2.7381915175455700e+00
1.6191195877955912e+14 2.1443840628974704e-02 -2.7228025465902022e+00
1.6221235202404809e+14 2.1154936130380286e-02 -2.7037943230809343e+00
1.6251274526853706e+14 2.0741715358976537e-02 -2.6852663666824221e+00
1.6281313851302606e+14 2.0249510761853926e-02 -2.6709880210699612e+00
1.6311353175751503e+14 1.9760943763927293e-02 -2.6624174204569706e+00
1.6341392500200400e+14 1.9347666105806547e-02 -2.6579187130986637e+00
1.6371431824649300e+14 1.9030436976102402e-02 -2.6538762268765872e+00
1.6401471149098197e+14 1.8773832843661208e-02 -2.6471291641404942e+00
1.6431510473547094e+14 1.8517416725409127e-02 -2.6369006235281125e+00
1.6461549797995991e+14 1.8218216955724207e-02 -2.6248743483681380e+00
1.6491589122444891e+14 1.7875141557244727e-02 -2.6136722987103442e+00
1.6521628446893788e+14 1.7522536638609577e-02 -2.6049287600774149e+00
1.6551667771342684e+14 1.7200488149874505e-02 -2.5981839804149605e+00
1.6581707095791584e+14 1.6923436438210170e-02 -2.5913382263225775e+00
1.6611746420240481e+14 1.6669643311814402e-02 -2.5823772289382787e+00
1.6641785744689378e+14 1.6398508675416302e-02 -2.5710347511102625e+00
1.6671825069138275e+14 1.6081628293757703e-02 -2.5591330320794783e+00
1.6701864393587175e+14 1.5724989953720635e-02 -2.5494361666832828e+00
1.6731903718036072e+14 1.5367687907515148e-02 -2.5437899678997069e+00
1.6761943042484969e+14 1.5057811169271631e-02 -2.5416887139835564e+00
1.6791982366933869e+14 1.4820741324716662e-02 -2.5403263509302136e+00
1.6822021691382766e+14 1.4641790225901103e-02 -2.5363291576288152e+00
1.6852061015831662e+14 1.4475867419897818e-02 -2.5279524484390192e+00
1.6882100340280562e+14 1.4276327995559196e-02 -2.5160904355208409e+00
1.6912139664729459e+14 1.4022336418402474e-02 -2.5035665320964240e+00
1.6942178989178356e+14 1.3728375326809194e-02 -2.4933940163497454e+00
1.6972218313627256e+14 1.3432457042591137e-02 -2.4870584858955493e+00
1.7002257638076153e+14 1.3171591098951441e-02 -2.4837494670335709e+00
1.7032296962525050e+14 1.2960168977670109e-02 -2.4810414853746399e+00
1.7062336286973947e+14 1.2785059019856194e-02 -2.4765898281684895e+00
1.7092375611422847e+14 1.2619020801157753e-02 -2.4695667031576343e+00
1.7122414935871744e+14 1.2440701080064599e-02 -2.4608379502721651e+00
1.7152454260320641e+14 1.2246655523845797e-02 -2.4519797674839836e+00
1.7182493584769538e+14 1.2048833840527602e-02 -2.4440047216203529e+00
1.7212532909218438e+14 1.1861630020417343e-02 -2.4366998772290787e+00
1.7242572233667334e+14 1.1689139167234725e-02 -2.4289925074837257e+00
1.7272611558116231e+14 1.1522211800045432e-02 -2.4200006465445276e+00
1.7302650882565131e+14 1.1346833355880643e-02 -2.4098911346752376e+00
1.7332690207014028e+14 1.1156534815451860e-02 -2.3998585803275994e+00
1.7362729531462925e+14 1.0959003698145101e-02 -2.3912521371038689e+00
1.7392768855911825e+14 1.0771815744098769e-02 -2.3844858840758456e+00
1.7422808180360722e+14 1.0610134211110699e-02 -2.3785429887582841e+00
1.7452847504809619e+14 1.0475280171233408e-02 -2.3715323331293319e+00
1.7482886829258519e+14 1.0352885577359945e-02 -2.3619614659897286e+00
1.7512926153707416e+14 1.0222163834126517e-02 -2.3497655910220319e+00
1.7542965478156312e+14 1.0069439933901036e-02 -2.3363415319399832e+00
1.7573004802605209e+14 9.8965178906722795e-03 -2.3236179589670232e+00
1.7603044127054109e+14 9.7186075315724672e-03 -2.3127988431238213e+00
1.7633083451503006e+14 9.5534648449056691e-03 -2.3035799429328532e+00
1.7663122775951903e+14 9.4091406677209340e-03 -2.2943929607993589e+00
1.7693162100400800e+14 9.2789056900513291e-03 -2.2835613354954147e+00
1.7723201424849700e+14 9.1468222287407839e-03 -2.2705225681035142e+00
1.7753240749298597e+14 8.9995170760089390e-03 -2.2562126133305074e+00
1.7783280073747494e+14 8.8356013294516918e-03 -2.2423896205923683e+00
1.7813319398196394e+14 8.6664856264863522e-03 -2.2303975609696423e+00
1.7843358722645291e+14 8.5083003839348022e-03 -2.2201812231151257e+00
1.7873398047094188e+14 8.3704562521619737e-03 -2.2102445501155956e+00
1.7903437371543088e+14 8.2488576556943114e-03 -2.1986616430999031e+00
1.7933476695991984e+14 8.1286315604569212e-03 -2.1844365485126431e+00
1.7963516020440881e+14 7.9942037587978666e-03 -2.1682110565068320e+00
1.7993555344889781e+14 7.8395038286424371e-03 -2.1518694008985362e+00
1.8023594669338678e+14 7.6716929572095711e-03 -2.1373648889964962e+00
1.8053633993787575e+14 7.5064176083125475e-03 -2.1254997202854136e+00
1.8083673318236472e+14 7.3578203537288051e-03 -2.1154047867194334e+00
1.8113712642685372e+14 7.2298505996426336e-03 -2.1051083684472549e+00
1.8143751967134269e+14 7.1146393355121622e-03 -2.0928436725400528e+00
