["N0",""]
["N1",""]
["W0",""]
["E0",""]
("W0","mode 1",1,"W0",1,"transmission")
(500, 3)
1.4989622900000000e+14 3.7725564228875304e-02 -3.0288591174658497e+00
1.5019662224448897e+14 3.5149914854537896e-02 -2.9920835337465364e+00
1.5049701548897797e+14 3.2595952503536710e-02 -3.0080715808703369e+00
1.5079740873346694e+14 3.1458631733569838e-02 -3.0629958573281111e+00
1.5109780197795591e+14 3.2022793499224510e-02 -3.1090110419346906e+00
1.5139819522244488e+14 3.3321133373960886e-02 -3.1133236079810969e+00
1.5169858846693388e+14 3.4201801012429603e-02 -3.0816568033786624e+00
1.5199898171142284e+14 3.4131807638991332e-02 -3.0368753504219468e+00
1.5229937495591181e+14 3.3243029913041275e-02 -2.9992710271673868e+00
1.5259976820040081e+14 3.2003607782530433e-02 -2.9789938552177695e+00
1.5290016144488978e+14 3.0842778003130625e-02 -2.9755910790860738e+00
1.5320055468937875e+14 2.9960849408807319e-02 -2.9832114441868751e+00
1.5350094793386775e+14 2.9404181761914776e-02 -2.9966833727970923e+00
1.5380134117835672e+14 2.9217137460670176e-02 -3.0116231409153151e+00
1.5410173442284569e+14 2.9427287742575366e-02 -3.0206545095636619e+00
1.5440212766733466e+14 2.9889843262168370e-02 -3.0145882564737603e+00
1.5470252091182366e+14 3.0245033218086120e-02 -2.9897038883149740e+00
1.5500291415631262e+14 3.0107358584390495e-02 -2.9524971014232868e+00
1.5530330740080159e+14 2.9333508422600171e-02 -2.9173751170264475e+00
1.5560370064529059e+14 2.8163224060471167e-02 -2.8996139161809746e+00
1.5590409388977956e+14 2.7117028184480880e-02 -2.9054944809277705e+00
1.5620448713426853e+14 2.6645588459925870e-02 -2.9245470271680283e+00
1.5650488037875750e+14 2.6765770666238968e-02 -2.9360165123439605e+00
1.5680527362324650e+14 2.7074196541093845e-02 -2.9275370851961156e+00
1.5710566686773547e+14 2.7126374356886741e-02 -2.9034076692753490e+00
1.5740606011222444e+14 2.6765754941765689e-02 -2.8769763955713099e+00
