["N0",""]
["N1",""]
["W0",""]
["E0",""]
("W0","mode 1",1,"W0",1,"transmission")
(500, 3)
1.4989622900000000e+14 3.4777502579752040e-02 -3.0587551222046598e+00
1.5019662224448897e+14 3.4309986322137241e-02 -3.0611483742993300e+00
1.5049701548897797e+14 3.4008707448199400e-02 -3.0610433588363950e+00
1.5079740873346694e+14 3.3792290829019633e-02 -3.0564860181283917e+00
1.5109780197795591e+14 3.3564459477297352e-02 -3.0470742420987236e+00
1.5139819522244488e+14 3.3242911994882843e-02 -3.0338715273057693e+00
1.5169858846693388e+14 3.2779716743448165e-02 -3.0189511722173941e+00
1.5199898171142284e+14 3.2170220779846881e-02 -3.0048115843875984e+00
1.5229937495591181e+14 3.1451100760882388e-02 -2.9937944526692246e+00
1.5259976820040081e+14 3.0689518757842038e-02 -2.9875515466143461e+00
1.5290016144488978e+14 2.9965791185949081e-02 -2.9866099756027671e+00
1.5320055468937875e+14 2.9352873550682407e-02 -2.9901514800692119e+00
1.5350094793386775e+14 2.8897505934028067e-02 -2.9961545798403981e+00
1.5380134117835672e+14 2.8608716279621516e-02 -3.0019465635855189e+00
1.5410173442284569e+14 2.8457616826472503e-02 -3.0049898161679516e+00
1.5440212766733466e+14 2.8387969178603607e-02 -3.0035697632955234e+00
1.5470252091182366e+14 2.8332638514847443e-02 -2.9971255033340638e+00
1.5500291415631262e+14 2.8229805972556043e-02 -2.9861946836563407e+00
1.5530330740080159e+14 2.8034735069338318e-02 -2.9721190456198312e+00
1.5560370064529059e+14 2.7725768401548233e-02 -2.9566795927140150e+00
1.5590409388977956e+14 2.7305205555746347e-02 -2.9417603845474987e+00
1.5620448713426853e+14 2.6796402891352170e-02 -2.9290667789869942e+00
1.5650488037875750e+14 2.6238323531176978e-02 -2.9198881642814460e+00
1.5680527362324650e+14 2.5678421654024338e-02 -2.9148972537480118e+00
1.5710566686773547e+14 2.5164547685361124e-02 -2.9140041721117838e+00
1.5740606011222444e+14 2.4736684493282441e-02 -2.9163141764064080e+00
1.5770645335671344e+14 2.4419711441160920e-02 -2.9202459166289265e+00
1.5800684660120241e+14 2.4218709818130606e-02 -2.9238289616866155e+00
1.5830723984569138e+14 2.4118108840974126e-02 -2.9251220535820011e+00
1.5860763309018038e+14 2.4085048542194652e-02 -2.9226274377560757e+00
1.5890802633466934e+14 2.4076103490364886e-02 -2.9155760309267378e+00
1.5920841957915831e+14 2.4045661362213481e-02 -2.9040238661222850e+00
1.5950881282364728e+14 2.3954145425358560e-02 -2.8887784854209588e+00
1.5980920606813628e+14 2.3774707036605797e-02 -2.8712140918166233e+00
1.6010959931262525e+14 2.3497552250799879e-02 -2.8530291000278605e+00
1.6040999255711422e+14 2.3131427548813029e-02 -2.8359740722279128e+00
1.6071038580160322e+14 2.2701973589957677e-02 -2.8215599443776056e+00
1.6101077904609219e+14 2.2246848366416633e-02 -2.8107628726991609e+00
1.6131117229058116e+14 2.1807965682387430e-02 -2.8037753623116477e+00
1.6161156553507012e+14 2.1422038135897964e-02 -2.7998950058814223e+00
1.6191195877955912e+14 2.1111668804035293e-02 -2.7976484074405379e+00
1.6221235202404809e+14 2.0879829110691524e-02 -2.7951755749049716e+00
1.6251274526853706e+14 2.0709886725670215e-02 -2.7907665519791722e+00
1.6281313851302606e+14 2.0571348451804503e-02 -2.7833448824456033e+00
1.6311353175751503e+14 2.0429252797035807e-02 -2.7727193860889887e+00
1.6341392500200400e+14 2.0254029752389928e-02 -2.7595500424376276e+00
1.6371431824649300e+14 2.0028999911748727e-02 -2.7450891788247729e+00
1.6401471149098197e+14 1.9753837883109263e-02 -2.7308012184956065e+00
1.6431510473547094e+14 1.9443495667423313e-02 -2.7179533019864608e+00
1.6461549797995991e+14 1.9123014238887036e-02 -2.7072560296047952e+00
1.6491589122444891e+14 1.8819500698356115e-02 -2.6986403978796729e+00
1.6521628446893788e+14 1.8553415358264519e-02 -2.6912595567884403e+00
1.6551667771342684e+14 1.8331888677485274e-02 -2.6837563273510883e+00
1.6581707095791584e+14 1.8146453328693211e-02 -2.6747283638962878e+00
1.6611746420240481e+14 1.7976056340579413e-02 -2.6632162259692254e+00
1.6641785744689378e+14 1.7794155087405547e-02 -2.6490252938230978e+00
1.6671825069138275e+14 1.7577275075949660e-02 -2.6327832633262838e+00
1.6701864393587175e+14 1.7312259524286579e-02 -2.6157509458953312e+00
1.6731903718036072e+14 1.7000250032842720e-02 -2.5994680130841794e+00
1.6761943042484969e+14 1.6656508172394675e-02 -2.5853236098808390e+00
1.6791982366933869e+14 1.6306147710691176e-02 -2.5741394164830114e+00
1.6822021691382766e+14 1.5976758264853782e-02 -2.5658707675832302e+00
1.6852061015831662e+14 1.5689882788556066e-02 -2.5595495518586069e+00
1.6882100340280562e+14 1.5454094315247342e-02 -2.5535502218775306e+00
1.6912139664729459e+14 1.5262301523653571e-02 -2.5461256258863934e+00
1.6942178989178356e+14 1.5094438941396790e-02 -2.5360047533225418e+00
1.6972218313627256e+14 1.4924458845829856e-02 -2.5228028989956575e+00
1.7002257638076153e+14 1.4728902458101897e-02 -2.5071053537384160e+00
1.7032296962525050e+14 1.4494124598958788e-02 -2.4902432616367962e+00
1.7062336286973947e+14 1.4220141358475930e-02 -2.4738689541012744e+00
1.7092375611422847e+14 1.3920239526018296e-02 -2.4594479185522777e+00
1.7122414935871744e+14 1.3616500302287329e-02 -2.4477787094338641e+00
1.7152454260320641e+14 1.3332342036543921e-02 -2.4386729988867089e+00
1.7182493584769538e+14 1.3084215011007509e-02 -2.4309450054395687e+00
1.7212532909218438e+14 1.2875343342950324e-02 -2.4227920180490456e+00
1.7242572233667334e+14 1.2694109562745741e-02 -2.4124678609612724e+00
1.7272611558116231e+14 1.2517934094204652e-02 -2.3989736182044226e+00
1.7302650882565131e+14 1.2321169801643958e-02 -2.3824785785328926e+00
1.7332690207014028e+14 1.2084095322988913e-02 -2.3643446047830294e+00
1.7362729531462925e+14 1.1800158277369154e-02 -2.3467966065998982e+00
1.7392768855911825e+14 1.1479543113568354e-02 -2.3323383872291297e+00
1.7422808180360722e+14 1.1148035464277426e-02 -2.3229937186696024e+00
1.7452847504809619e+14 1.0840842419369058e-02 -2.3194806836458333e+00
1.7482886829258519e+14 1.0592069632448747e-02 -2.3205779961557802e+00
1.7512926153707416e+14 1.0422504770374392e-02 -2.3231056101999239e+00
1.7542965478156312e+14 1.0330460521237178e-02 -2.3228075891669788e+00
1.7573004802605209e+14 1.0290313990696862e-02 -2.3158589845036364e+00
1.7603044127054109e+14 1.0259749853318430e-02 -2.3002119727922925e+00
1.7633083451503006e+14 1.0192206021922440e-02 -2.2761627924555410e+00
1.7663122775951903e+14 1.0049475015740380e-02 -2.2461462303848680e+00
1.7693162100400800e+14 9.8111011181616879e-03 -2.2141439425215239e+00
1.7723201424849700e+14 9.4795252489957831e-03 -2.1850052445241284e+00
1.7753240749298597e+14 9.0810112003307294e-03 -2.1636938505322063e+00
1.7783280073747494e+14 8.6621505408677867e-03 -2.1542626199040211e+00
1.7813319398196394e+14 8.2810126035987100e-03 -2.1584032979578769e+00
1.7843358722645291e+14 7.9922823813161799e-03 -2.1739256226211729e+00
1.7873398047094188e+14 7.8289776981869050e-03 -2.1943665778664574e+00
1.7903437371543088e+14 7.7888626484365082e-03 -2.2109418711135951e+00
1.7933476695991984e+14 7.8346253859512913e-03 -2.2161463760212983e+00
1.7963516020440881e+14 7.9082435835179689e-03 -2.2064757868360605e+00
1.7993555344889781e+14 7.9503622837311192e-03 -2.1827752678380778e+00
