["N0",""]
["N1",""]
["W0",""]
["E0",""]
("W0","mode 1",1,"W0",1,"transmission")
(500, 3)
1.4989622900000000e+14 3.3658133707137883e-02 -2.9791927435396017e+00
1.5019662224448897e+14 3.1600344599488073e-02 -3.0881657526042083e+00
1.5049701548897797e+14 3.3723631983810266e-02 -3.1738999783820514e+00
1.5079740873346694e+14 3.7046666453509070e-02 -3.1474653086008195e+00
1.5109780197795591e+14 3.8136556036722079e-02 -3.0486266189097511e+00
1.5139819522244488e+14 3.5857695547262765e-02 -2.9513991204590644e+00
1.5169858846693388e+14 3.1635916622608021e-02 -2.9306878020877085e+00
1.5199898171142284e+14 2.8913107723692773e-02 -3.0254182003477856e+00
1.5229937495591181e+14 3.0263081525264007e-02 -3.1378586820313954e+00
1.5259976820040081e+14 3.3871385154690216e-02 -3.1400108536574516e+00
1.5290016144488978e+14 3.6165324676036288e-02 -3.0444455221785418e+00
1.5320055468937875e+14 3.5237787149873821e-02 -2.9198337700231471e+00
1.5350094793386775e+14 3.1396231667185831e-02 -2.8368925778917955e+00
1.5380134117835672e+14 2.6959610156291947e-02 -2.8646776476625249e+00
1.5410173442284569e+14 2.5262255949267856e-02 -3.0031556667248775e+00
1.5440212766733466e+14 2.7274049803625591e-02 -3.1089204024688040e+00
1.5470252091182366e+14 3.0335650947725605e-02 -3.0978930395970825e+00
1.5500291415631262e+14 3.1865064130726289e-02 -3.0165759070312363e+00
1.5530330740080159e+14 3.1163321791682470e-02 -2.9299692407740716e+00
1.5560370064529059e+14 2.9112745040949295e-02 -2.8853161708082675e+00
1.5590409388977956e+14 2.7326453962755185e-02 -2.8968772677513872e+00
1.5620448713426853e+14 2.6825336914158917e-02 -2.9296962355351917e+00
1.5650488037875750e+14 2.7163085903710561e-02 -2.9365766492589849e+00
1.5680527362324650e+14 2.7238608280310581e-02 -2.9129007335358370e+00
1.5710566686773547e+14 2.6573341448040015e-02 -2.8874744733313880e+00
1.5740606011222444e+14 2.5627144935953992e-02 -2.8866701454544681e+00
1.5770645335671344e+14 2.5204417913373779e-02 -2.9073874003447844e+00
1.5800684660120241e+14 2.5524275213313567e-02 -2.9186598363538905e+00
1.5830723984569138e+14 2.5981234193998348e-02 -2.8998780751394029e+00
1.5860763309018038e+14 2.5869480651751275e-02 -2.8621691969957310e+00
1.5890802633466934e+14 2.5081781367330316e-02 -2.8327333405250203e+00
1.5920841957915831e+14 2.4172376686620940e-02 -2.8301900782695708e+00
1.5950881282364728e+14 2.3809587148009403e-02 -2.8450362953032120e+00
1.5980920606813628e+14 2.4049251871021471e-02 -2.8468485765973712e+00
1.6010959931262525e+14 2.4274294421333220e-02 -2.8200092016961578e+00
1.6040999255711422e+14 2.3875193537285525e-02 -2.7790035915614735e+00
1.6071038580160322e+14 2.2837008043987923e-02 -2.7531241274615899e+00
1.6101077904609219e+14 2.1789596134858119e-02 -2.7626434691299799e+00
1.6131117229058116e+14 2.1481869995923553e-02 -2.7945654203733152e+00
1.6161156553507012e+14 2.1995567085077682e-02 -2.8080482780596308e+00
1.6191195877955912e+14 2.2628117074352947e-02 -2.7797442765229170e+00
1.6221235202404809e+14 2.2597465847507821e-02 -2.7229182931319023e+00
1.6251274526853706e+14 2.1648945225984373e-02 -2.6696328901432214e+00
1.6281313851302606e+14 2.0191839146489855e-02 -2.6518400691793986e+00
1.6311353175751503e+14 1.9049684698631941e-02 -2.6813972357578724e+00
1.6341392500200400e+14 1.8848746380526932e-02 -2.7305498118422507e+00
1.6371431824649300e+14 1.9452510324454813e-02 -2.7529391131582939e+00
1.6401471149098197e+14 2.0171196964913669e-02 -2.7310152560672352e+00
1.6431510473547094e+14 2.0405119852150055e-02 -2.6794566116160889e+00
1.6461549797995991e+14 1.9956360561815965e-02 -2.6226591771299743e+00
1.6491589122444891e+14 1.8990915783783629e-02 -2.5817192156943589e+00
1.6521628446893788e+14 1.7875537724755787e-02 -2.5692219348373917e+00
1.6551667771342684e+14 1.6994307917779693e-02 -2.5850153040849770e+00
1.6581707095791584e+14 1.6580557185435441e-02 -2.6145505621012881e+00
1.6611746420240481e+14 1.6615538445353240e-02 -2.6363012003617614e+00
1.6641785744689378e+14 1.6861590380911413e-02 -2.6356897725575519e+00
1.6671825069138275e+14 1.7012720347913325e-02 -2.6125335079921936e+00
1.6701864393587175e+14 1.6860332018926040e-02 -2.5780782548111958e+00
1.6731903718036072e+14 1.6393864171186170e-02 -2.5477231177313189e+00
1.6761943042484969e+14 1.5795506704027115e-02 -2.5327792491274206e+00
1.6791982366933869e+14 1.5307671076370185e-02 -2.5327111616511182e+00
1.6822021691382766e+14 1.5033224123948519e-02 -2.5350471846449856e+00
1.6852061015831662e+14 1.4854641264354795e-02 -2.5281278547101320e+00
1.6882100340280562e+14 1.4580860164760769e-02 -2.5135503957272731e+00
1.6912139664729459e+14 1.4164630775904571e-02 -2.5037998296156423e+00
1.6942178989178356e+14 1.3768069219545324e-02 -2.5084009536680112e+00
