["N0",""]
["N1",""]
["W0",""]
["E0",""]
("W0","mode 1",1,"W0",1,"transmission")
(500, 3)
1.4989622900000000e+14 3.4067059095015763e-02 -3.0275890641867242e+00
1.5019662224448897e+14 3.3247402539833132e-02 -3.0949167774104858e+00
1.5049701548897797e+14 3.4613223631513555e-02 -3.1321871589365560e+00
1.5079740873346694e+14 3.6271866857161203e-02 -3.1058887165162554e+00
1.5109780197795591e+14 3.6434389403456037e-02 -3.0417574961687674e+00
1.5139819522244488e+14 3.4672211237451796e-02 -2.9859381965430583e+00
1.5169858846693388e+14 3.2040434032349019e-02 -2.9807926024999922e+00
1.5199898171142284e+14 3.0461387906288398e-02 -3.0355588424283750e+00
1.5229937495591181e+14 3.1112609263015154e-02 -3.0965567200637367e+00
1.5259976820040081e+14 3.3113310660900640e-02 -3.1004964044861336e+00
1.5290016144488978e+14 3.4569357438335648e-02 -3.0434058498871814e+00
1.5320055468937875e+14 3.4222192746817974e-02 -2.9603682952760346e+00
1.5350094793386775e+14 3.2015457321563502e-02 -2.8941612925202902e+00
1.5380134117835672e+14 2.9006025202804465e-02 -2.8833093073452152e+00
1.5410173442284569e+14 2.6862237054701223e-02 -2.9404543290745142e+00
1.5440212766733466e+14 2.6703302346371725e-02 -3.0218636181324396e+00
1.5470252091182366e+14 2.8065704024589744e-02 -3.0631804061334482e+00
1.5500291415631262e+14 2.9593078963093006e-02 -3.0490014029034147e+00
1.5530330740080159e+14 3.0329808389161082e-02 -3.0030988422680154e+00
1.5560370064529059e+14 3.0102096018556162e-02 -2.9531501708889834e+00
1.5590409388977956e+14 2.9263449084281402e-02 -2.9160711685276213e+00
1.5620448713426853e+14 2.8273524519926020e-02 -2.8953195163699172e+00
1.5650488037875750e+14 2.7377836529969172e-02 -2.8854892709578479e+00
1.5680527362324650e+14 2.6580798995404102e-02 -2.8817087521928508e+00
1.5710566686773547e+14 2.5859197749725452e-02 -2.8846499530504697e+00
1.5740606011222444e+14 2.5325685461510171e-02 -2.8958844285338681e+00
1.5770645335671344e+14 2.5145350267584746e-02 -2.9102320165156703e+00
1.5800684660120241e+14 2.5312591950965004e-02 -2.9162969876145097e+00
1.5830723984569138e+14 2.5578845956421820e-02 -2.9064060713376851e+00
1.5860763309018038e+14 2.5636913470965587e-02 -2.8835289538529270e+00
1.5890802633466934e+14 2.5358924273149102e-02 -2.8580596550495305e+00
1.5920841957915831e+14 2.4869619201390816e-02 -2.8394344121081856e+00
1.5950881282364728e+14 2.4409642752078207e-02 -2.8291046572929708e+00
1.5980920606813628e+14 2.4105043488818916e-02 -2.8202327312906110e+00
1.6010959931262525e+14 2.3858244252382647e-02 -2.8056342113309989e+00
1.6040999255711422e+14 2.3473157016085648e-02 -2.7859777406668749e+00
1.6071038580160322e+14 2.2876498765810358e-02 -2.7696106641783809e+00
1.6101077904609219e+14 2.2218371785178253e-02 -2.7649091889517647e+00
1.6131117229058116e+14 2.1760372366575492e-02 -2.7713826703188187e+00
1.6161156553507012e+14 2.1635622896505821e-02 -2.7778783837899685e+00
1.6191195877955912e+14 2.1713743614159023e-02 -2.7722951893544292e+00
1.6221235202404809e+14 2.1721291914883003e-02 -2.7524798669364436e+00
1.6251274526853706e+14 2.1475532452210143e-02 -2.7263891694187423e+00
1.6281313851302606e+14 2.1004013693524046e-02 -2.7042994975299508e+00
1.6311353175751503e+14 2.0477917580742421e-02 -2.6909526227934406e+00
1.6341392500200400e+14 2.0038321482327343e-02 -2.6830604733325609e+00
1.6371431824649300e+14 1.9678850844729597e-02 -2.6745479486948116e+00
1.6401471149098197e+14 1.9301218351919995e-02 -2.6642636240035502e+00
1.6431510473547094e+14 1.8871879789278113e-02 -2.6571167817839547e+00
1.6461549797995991e+14 1.8497756300374646e-02 -2.6571642243727123e+00
1.6491589122444891e+14 1.8324498239034960e-02 -2.6598276327862815e+00
1.6521628446893788e+14 1.8347322485282695e-02 -2.6532500149588665e+00
1.6551667771342684e+14 1.8352203979709880e-02 -2.6298137851237851e+00
1.6581707095791584e+14 1.8075431754271849e-02 -2.5947893774221420e+00
1.6611746420240481e+14 1.7427756223090715e-02 -2.5640410590762790e+00
1.6641785744689378e+14 1.6600014633004107e-02 -2.5542888462398632e+00
1.6671825069138275e+14 1.5961269768443306e-02 -2.5694328566901596e+00
1.6701864393587175e+14 1.5764129453966429e-02 -2.5920498139480594e+00
1.6731903718036072e+14 1.5898815674203998e-02 -2.5972748509003112e+00
1.6761943042484969e+14 1.6001192998134760e-02 -2.5773292272762980e+00
1.6791982366933869e+14 1.5787822299756903e-02 -2.5454537619890805e+00
1.6822021691382766e+14 1.5270861617009159e-02 -2.5223743285541800e+00
1.6852061015831662e+14 1.4725666122890642e-02 -2.5201833992576392e+00
1.6882100340280562e+14 1.4441907601289947e-02 -2.5305616215309663e+00
1.6912139664729459e+14 1.4435274397246850e-02 -2.5311353748396082e+00
1.6942178989178356e+14 1.4429393279324748e-02 -2.5095388749443011e+00
1.6972218313627256e+14 1.4134359226071827e-02 -2.4755180620969992e+00
1.7002257638076153e+14 1.3513271246939101e-02 -2.4520747209119742e+00
1.7032296962525050e+14 1.2836103240511357e-02 -2.4582076863070244e+00
1.7062336286973947e+14 1.2480364275785357e-02 -2.4892175425058816e+00
1.7092375611422847e+14 1.2572536268409099e-02 -2.5139395525639134e+00
1.7122414935871744e+14 1.2844913590857541e-02 -2.5064675437262989e+00
1.7152454260320641e+14 1.2907895616382540e-02 -2.4708015171132942e+00
1.7182493584769538e+14 1.2584038686815395e-02 -2.4312767414649992e+00
1.7212532909218438e+14 1.2019250070301017e-02 -2.4130247512466481e+00
1.7242572233667334e+14 1.1555634789995098e-02 -2.4233955607678523e+00
1.7272611558116231e+14 1.1425167256668438e-02 -2.4417525413775882e+00
1.7302650882565131e+14 1.1515015436963738e-02 -2.4393232944874121e+00
1.7332690207014028e+14 1.1499326582645185e-02 -2.4108317826497654e+00
1.7362729531462925e+14 1.1168386097682033e-02 -2.3768676734431038e+00
1.7392768855911825e+14 1.0616263909722484e-02 -2.3655806057582445e+00
1.7422808180360722e+14 1.0182935756104423e-02 -2.3890586016366231e+00
1.7452847504809619e+14 1.0154204591188020e-02 -2.4237374797882052e+00
1.7482886829258519e+14 1.0444457767648333e-02 -2.4295795551746204e+00
1.7512926153707416e+14 1.0674747784682529e-02 -2.3943792423049790e+00
1.7542965478156312e+14 1.0532415729977436e-02 -2.3395663959393871e+00
1.7573004802605209e+14 1.0004047558187994e-02 -2.2996247318813920e+00
1.7603044127054109e+14 9.3867062189322906e-03 -2.3015362087763522e+00
1.7633083451503006e+14 9.0797566848751284e-03 -2.3393411333596164e+00
1.7663122775951903e+14 9.2106062081278115e-03 -2.3686482884282793e+00
1.7693162100400800e+14 9.4958327465748237e-03 -2.3548142149190876e+00
1.7723201424849700e+14 9.5519809974358525e-03 -2.3062075689280248e+00
1.7753240749298597e+14 9.2247927203166144e-03 -2.2563798045193155e+00
1.7783280073747494e+14 8.6809444748821418e-03 -2.2393362217110284e+00
1.7813319398196394e+14 8.2863983159873530e-03 -2.2648542450086131e+00
1.7843358722645291e+14 8.2871584716546383e-03 -2.2994711224248454e+00
1.7873398047094188e+14 8.5447794123641955e-03 -2.2980806603548998e+00
1.7903437371543088e+14 8.6962050455110396e-03 -2.2538832963574338e+00
1.7933476695991984e+14 8.5003207108080327e-03 -2.1949166496928063e+00
1.7963516020440881e+14 8.0037182450023291e-03 -2.1586618044639363e+00
1.7993555344889781e+14 7.5042468226399458e-03 -2.1693118050872560e+00
1.8023594669338678e+14 7.3247244095893524e-03 -2.2107249528467765e+00
1.8053633993787575e+14 7.4937052166936212e-03 -2.2324327340706720e+00
1.8083673318236472e+14 7.7224551128409888e-03 -2.2072489039197540e+00
1.8113712642685372e+14 7.7173210948574301e-03 -2.1520829078240222e+00
1.8143751967134269e+14 7.4115285505885658e-03 -2.1024706161748794e+00
1.8173791291583166e+14 6.9858832155766711e-03 -2.0878254406394134e+00
1.8203830616032062e+14 6.7206064229882179e-03 -2.1079625231834340e+00
