["N0",""]
["N1",""]
["W0",""]
["E0",""]
("W0","mode 1",1,"W0",1,"transmission")
(500, 3)
1.4989622900000000e+14 3.5054128300109476e-02 -3.0720139007816094e+00
1.5019662224448897e+14 3.4299003472422804e-02 -3.0557003580499749e+00
1.5049701548897797e+14 3.3414736873210928e-02 -3.0445576413699507e+00
1.5079740873346694e+14 3.2505228409547567e-02 -3.0403677918939653e+00
1.5109780197795591e+14 3.1687217263099449e-02 -3.0433525509404853e+00
1.5139819522244488e+14 3.1061003295386753e-02 -3.0518343171070210e+00
1.5169858846693388e+14 3.0682207132762221e-02 -3.0624853541067347e+00
1.5199898171142284e+14 3.0545212240281772e-02 -3.0712812742594213e+00
1.5229937495591181e+14 3.0586164226210206e-02 -3.0747944221319070e+00
1.5259976820040081e+14 3.0704144536034504e-02 -3.0711810109874369e+00
1.5290016144488978e+14 3.0790624399124850e-02 -3.0604699094461947e+00
1.5320055468937875e+14 3.0756155317211879e-02 -3.0442465732939956e+00
1.5350094793386775e+14 3.0547972117557762e-02 -3.0250616025102661e+00
1.5380134117835672e+14 3.0157210306011158e-02 -3.0058157164571853e+00
1.5410173442284569e+14 2.9616873520876979e-02 -2.9892055613546735e+00
1.5440212766733466e+14 2.8992075127095465e-02 -2.9772243589335865e+00
1.5470252091182366e+14 2.8364059766305974e-02 -2.9707309184224941e+00
1.5500291415631262e+14 2.7810323349895093e-02 -2.9691895782314695e+00
1.5530330740080159e+14 2.7385023243954518e-02 -2.9707511623591474e+00
1.5560370064529059e+14 2.7105536877960343e-02 -2.9727738412540421e+00
1.5590409388977956e+14 2.6950198994858971e-02 -2.9726503208959616e+00
1.5620448713426853e+14 2.6868032427635982e-02 -2.9685930159792240e+00
1.5650488037875750e+14 2.6796139723168775e-02 -2.9600532153490846e+00
1.5680527362324650e+14 2.6678016185327422e-02 -2.9476884613754279e+00
1.5710566686773547e+14 2.6477323937034721e-02 -2.9330099621603578e+00
1.5740606011222444e+14 2.6184569387118613e-02 -2.9178960422182811e+00
1.5770645335671344e+14 2.5816483631847582e-02 -2.9041006146729553e+00
1.5800684660120241e+14 2.5409170467036332e-02 -2.8928273869884182e+00
1.5830723984569138e+14 2.5006834813098903e-02 -2.8844315832825678e+00
1.5860763309018038e+14 2.4648729957393055e-02 -2.8783298266296486e+00
1.5890802633466934e+14 2.4357795871834620e-02 -2.8731854920556676e+00
1.5920841957915831e+14 2.4134517349723716e-02 -2.8673487218317240e+00
1.5950881282364728e+14 2.3958042459234406e-02 -2.8594029517974198e+00
1.5980920606813628e+14 2.3793900431061075e-02 -2.8486065300580101e+00
1.6010959931262525e+14 2.3605256058331497e-02 -2.8350798407684619e+00
1.6040999255711422e+14 2.3363866153132094e-02 -2.8197187376424573e+00
1.6071038580160322e+14 2.3057739524625968e-02 -2.8039108052158705e+00
1.6101077904609219e+14 2.2693959880792636e-02 -2.7891523983539530e+00
1.6131117229058116e+14 2.2296395691582305e-02 -2.7766468664512916e+00
1.6161156553507012e+14 2.1898957962955396e-02 -2.7669564595468570e+00
1.6191195877955912e+14 2.1535942654457216e-02 -2.7597953256617282e+00
1.6221235202404809e+14 2.1231930707713315e-02 -2.7540568439600173e+00
1.6251274526853706e+14 2.0994321131683293e-02 -2.7481157688734457e+00
1.6281313851302606e+14 2.0811105491746761e-02 -2.7403274467725383e+00
1.6311353175751503e+14 2.0654683870246063e-02 -2.7295373193768162e+00
1.6341392500200400e+14 2.0490202351410726e-02 -2.7154092480309560e+00
1.6371431824649300e+14 2.0285427643369495e-02 -2.6984852720516597e+00
1.6401471149098197e+14 2.0019198652268234e-02 -2.6800099041421741e+00
1.6431510473547094e+14 1.9686509485032061e-02 -2.6616083269174968e+00
1.6461549797995991e+14 1.9299422246885918e-02 -2.6449001613529868e+00
1.6491589122444891e+14 1.8883846526309062e-02 -2.6311082405178250e+00
1.6521628446893788e+14 1.8472852486727066e-02 -2.6207246869290199e+00
1.6551667771342684e+14 1.8097886327806900e-02 -2.6133244087560192e+00
1.6581707095791584e+14 1.7780073635728842e-02 -2.6076268683099917e+00
1.6611746420240481e+14 1.7524283467887068e-02 -2.6018462655553978e+00
1.6641785744689378e+14 1.7318087423472166e-02 -2.5942372952505983e+00
1.6671825069138275e+14 1.7136016093294036e-02 -2.5836288698000542e+00
1.6701864393587175e+14 1.6947462127735652e-02 -2.5697451414865187e+00
1.6731903718036072e+14 1.6725449295845723e-02 -2.5532345553826441e+00
1.6761943042484969e+14 1.6453715896740037e-02 -2.5354547589581768e+00
1.6791982366933869e+14 1.6130569378744367e-02 -2.5181119961833445e+00
1.6822021691382766e+14 1.5768974891646134e-02 -2.5028390692272797e+00
1.6852061015831662e+14 1.5393032913691936e-02 -2.4907742028430575e+00
1.6882100340280562e+14 1.5031542673092948e-02 -2.4822142091845532e+00
1.6912139664729459e+14 1.4710006822349657e-02 -2.4764506429275857e+00
1.6942178989178356e+14 1.4443183247175303e-02 -2.4719008840844183e+00
